"first_word","second_word","Freq"
"there's","no",112
"took","me",112
"we","still",112
"went","on",112
"work","in",112
"a","ton",111
"believe","in",111
"days","of",111
"did","it",111
"each","of",111
"especially","when",111
"feel","that",111
"him","in",111
"i","missed",111
"if","that",111
"just","not",111
"me","when",111
"my","kids",111
"o","to",111
"of","some",111
"seen","the",111
"so","they",111
"something","about",111
"that","to",111
"the","team",111
"they","also",111
"to","one",111
"we","love",111
"why","does",111
"work","for",111
"a","piece",110
"and","at",110
"and","put",110
"best","of",110
"doing","the",110
"first","day",110
"have","all",110
"i","make",110
"in","on",110
"knew","that",110
"makes","it",110
"me","feel",110
"more","and",110
"never","be",110
"not","an",110
"of","god",110
"of","new",110
"on","some",110
"though","the",110
"to","and",110
"to","hold",110
"was","all",110
"what","did",110
"when","u",110
"you","who",110
"a","short",109
"are","many",109
"aware","of",109
"but","to",109
"can","still",109
"care","about",109
"difference","between",109
"found","that",109
"go","for",109
"good","at",109
"has","become",109
"have","always",109
"headed","to",109
"i'm","pretty",109
"i'm","really",109
"is","getting",109
"just","one",109
"know","about",109
"one","to",109
"or","is",109
"say","the",109
"so","good",109
"the","heart",109
"the","public",109
"this","to",109
"to","sit",109
"turns","out",109
"was","like",109
"with","one",109
"can","go",108
"how","is",108
"i","tell",108
"i","understand",108
"it","the",108
"just","finished",108
"me","as",108
"member","of",108
"only","way",108
"some","great",108
"the","air",108
"the","room",108
"time","you",108
"to","save",108
"today","and",108
"unable","to",108
"was","about",108
"will","go",108
"wrong","with",108
"and","our",107
"can't","get",107
"home","from",107
"i","met",107
"i","now",107
"is","when",107
"last","day",107
"many","times",107
"the","boys",107
"the","local",107
"to","them",107
"was","great",107
"are","doing",106
"before","you",106
"best","to",106
"call","it",106
"cant","wait",106
"don't","need",106
"even","when",106
"for","what",106
"from","all",106
"good","for",106
"i'm","trying",106
"it","seemed",106
"just","so",106
"makes","you",106
"me","back",106
"of","things",106
"please","follow",106
"said","it",106
"throughout","the",106
"to","us",106
"turned","out",106
"used","a",106
"very","good",106
"want","you",106
"was","actually",106
"when","i'm",106
"when","you're",106
"will","give",106
"you","say",106
"at","first",105
"can","say",105
"didn't","want",105
"do","what",105
"find","that",105
"i","left",105
"just","about",105
"just","don't",105
"mother's","day",105
"name","of",105
"of","any",105
"on","what",105
"saying","that",105
"so","he",105
"still","in",105
"sure","what",105
"the","front",105
"things","in",105
"think","he",105
"to","celebrate",105
"wait","until",105
"ways","to",105
"what","happened",105
"what","happens",105
"who","i",105
"who","will",105
"a","moment",104
"buy","a",104
"given","the",104
"i'd","love",104
"is","our",104
"it","at",104
"love","for",104
"now","i'm",104
"our","own",104
"see","this",104
"the","key",104
"the","love",104
"they","say",104
"want","the",104
"wanting","to",104
"will","do",104
"a","dream",103
"a","group",103
"a","month",103
"although","the",103
"call","me",103
"for","him",103
"he","just",103
"i'd","be",103
"im","not",103
"in","any",103
"love","this",103
"me","how",103
"mean","that",103
"my","brother",103
"that","could",103
"they","need",103
"this","guy",103
"thousands","of",103
"to","understand",103
"was","more",103
"were","all",103
"world","is",103
"a","link",102
"after","all",102
"back","into",102
"don't","let",102
"fun","to",102
"get","me",102
"hang","out",102
"has","no",102
"have","come",102
"home","to",102
"its","not",102
"me","so",102
"on","an",102
"on","in",102
"that","our",102
"that","your",102
"the","link",102
"the","song",102
"the","weekend",102
"then","he",102
"this","new",102
"told","him",102
"we","may",102
"which","are",102
"who","can",102
"yet","to",102
"you","take",102
"a","perfect",101
"a","simple",101
"and","while",101
"as","many",101
"be","like",101
"by","and",101
"heading","to",101
"i","are",101
"is","gonna",101
"said","to",101
"someone","to",101
"sorry","i",101
"thankful","for",101
"was","too",101
"way","i",101
"after","i",100
"begin","to",100
"get","this",100
"is","pretty",100
"out","what",100
"people","that",100
"such","an",100
"taking","the",100
"that","it's",100
"the","week",100
"they","want",100
"to","provide",100
"what","makes",100
"will","help",100
"a","show",99
"at","our",99
"cause","i",99
"example","of",99
"from","his",99
"happen","to",99
"how","does",99
"keep","it",99
"known","as",99
"let","it",99
"likely","to",99
"need","some",99
"not","know",99
"one","was",99
"our","first",99
"that","as",99
"the","wrong",99
"this","in",99
"to","seeing",99
"tonight","at",99
"tons","of",99
"us","and",99
"why","not",99
"would","never",99
"yeah","i",99
"a","thing",98
"are","always",98
"been","so",98
"been","working",98
"best","friend",98
"can","help",98
"form","of",98
"getting","the",98
"has","not",98
"here's","a",98
"i","almost",98
"it","from",98
"it","must",98
"like","i'm",98
"man","is",98
"not","much",98
"other","people",98
"reason","i",98
"that","way",98
"the","american",98
"the","company",98
"the","office",98
"the","rain",98
"the","sound",98
"the","three",98
"they","all",98
"thought","about",98
"time","we",98
"which","the",98
"without","a",98
"a","major",97
"an","interesting",97
"can","never",97
"can","take",97
"come","from",97
"didn't","get",97
"from","our",97
"had","my",97
"he","does",97
"hit","me",97
"i'm","looking",97
"i","already",97
"i","watched",97
"if","it's",97
"in","new",97
"is","another",97
"just","in",97
"love","is",97
"me","at",97
"my","blog",97
"my","wife",97
"no","doubt",97
"now","we",97
"or","at",97
"people","will",97
"s","what",97
"some","more",97
"stay","tuned",97
"the","ability",97
"there","and",97
"there","for",97
"was","pretty",97
"and","every",96
"and","most",96
"ask","for",96
"be","that",96
"birthday","to",96
"could","get",96
"followed","by",96
"i","gave",96
"just","made",96
"long","time",96
"now","you",96
"put","in",96
"same","thing",96
"send","me",96
"the","thing",96
"the","video",96
"this","day",96
"though","it",96
"u","can",96
"use","it",96
"was","only",96
"we","decided",96
"add","a",95
"am","in",95
"an","email",95
"as","my",95
"at","it",95
"by","my",95
"can","have",95
"done","with",95
"follow","the",95
"get","up",95
"get","you",95
"have","just",95
"i","usually",95
"make","my",95
"makes","a",95
"nothing","like",95
"one","i",95
"out","how",95
"that","some",95
"the","school",95
"us","for",95
"week","i",95
"what","i'm",95
"why","we",95
"will","come",95
"with","them",95
"within","the",95
"wonder","how",95
"you","haven't",95
"a","family",94
"a","strong",94
"afraid","to",94
"back","at",94
"been","doing",94
"being","able",94
"family","and",94
"first","thing",94
"get","that",94
"have","time",94
"have","your",94
"here","for",94
"his","first",94
"i","gotta",94
"i","picked",94
"i","promise",94
"i","walked",94
"know","a",94
"love","my",94
"members","of",94
"never","have",94
"not","want",94
"on","me",94
"or","so",94
"reason","for",94
"the","chance",94
"the","need",94
"the","picture",94
"time","is",94
"to","open",94
"to","set",94
"to","walk",94
"to","what",94
"were","so",94
"what's","the",94
"a","car",93
"a","series",93
"a","song",93
"all","know",93
"always","have",93
"and","only",93
"and","yet",93
"at","one",93
"attention","to",93
"can","use",93
"easier","to",93
"fun","and",93
"get","into",93
"give","the",93
"i","be",93
"if","my",93
"is","important",93
"it's","all",93
"more","like",93
"much","fun",93
"my","house",93
"on","facebook",93
"one","can",93
"or","just",93
"that","god",93
"that","were",93
"the","news",93
"were","to",93
"where","he",93
"which","has",93
"a","list",92
"a","problem",92
"among","the",92
"are","your",92
"beginning","of",92
"do","anything",92
"for","another",92
"for","one",92
"have","found",92
"in","its",92
"knew","i",92
"leave","the",92
"made","my",92
"never","had",92
"not","been",92
"of","one",92
"so","my",92
"someone","else",92
"the","church",92
"they","get",92
"us","on",92
"without","the",92
"all","is",91
"allowed","to",91
"check","it",91
"does","this",91
"go","and",91
"i","added",91
"in","what",91
"is","made",91
"is","making",91
"much","i",91
"not","one",91
"on","one",91
"or","maybe",91
"stuck","in",91
"the","national",91
"them","for",91
"there","to",91
"to","cut",91
"to","explain",91
"to","listen",91
"was","thinking",91
"who","do",91
"and","can",90
"and","many",90
"awkward","moment",90
"came","up",90
"everyone","else",90
"has","always",90
"how","are",90
"i","let",90
"is","doing",90
"keep","up",90
"know","this",90
"left","the",90
"m","sure",90
"me","about",90
"miss","the",90
"not","all",90
"not","being",90
"not","for",90
"not","what",90
"or","you",90
"out","our",90
"so","why",90
"that","his",90
"the","police",90
"us","in",90
"ve","got",90
"was","born",90
"while","we",90
"a","world",89
"are","having",89
"are","my",89
"are","only",89
"are","there",89
"be","happy",89
"but","only",89
"but","still",89
"d","like",89
"for","making",89
"forgot","to",89
"he","didn't",89
"him","a",89
"i","ended",89
"learn","to",89
"make","your",89
"making","it",89
"me","from",89
"me","out",89
"more","time",89
"most","likely",89
"onto","the",89
"remember","when",89
"she","could",89
"the","bus",89
"the","current",89
"the","price",89
"them","on",89
"to","admit",89
"to","break",89
"to","wear",89
"what","she",89
"which","will",89
"who","wants",89
"a","matter",88
"am","sure",88
"be","very",88
"better","to",88
"but","how",88
"copy","of",88
"could","do",88
"does","anyone",88
"go","with",88
"had","just",88
"have","i",88
"heard","of",88
"i","liked",88
"life","and",88
"making","me",88
"off","with",88
"out","at",88
"pair","of",88
"series","of",88
"the","answer",88
"the","follow",88
"the","list",88
"the","question",88
"the","title",88
"this","means",88
"to","hit",88
"towards","the",88
"why","would",88
"write","a",88
"a","break",87
"a","game",87
"about","you",87
"and","those",87
"believe","i",87
"coming","out",87
"goes","to",87
"got","back",87
"has","made",87
"i","received",87
"in","every",87
"it's","hard",87
"know","of",87
"needs","a",87
"never","know",87
"now","and",87
"seeing","you",87
"so","proud",87
"still","be",87
"that","these",87
"the","full",87
"the","image",87
"the","money",87
"the","young",87
"to","support",87
"two","weeks",87
"two","years",87
"wanna","go",87
"who","were",87
"you","did",87
"a","blog",86
"about","being",86
"are","being",86
"but","one",86
"d","be",86
"do","to",86
"from","this",86
"great","way",86
"having","the",86
"her","and",86
"in","it",86
"in","time",86
"in","with",86
"is","better",86
"left","to",86
"looking","to",86
"pictures","of",86
"s","no",86
"so","she",86
"sorry","for",86
"take","care",86
"the","body",86
"the","part",86
"the","party",86
"the","result",86
"then","it",86
"to","lose",86
"understand","that",86
"was","made",86
"with","and",86
"your","friends",86
"a","high",85
"a","sense",85
"and","still",85
"at","your",85
"click","on",85
"from","your",85
"have","this",85
"i'm","thinking",85
"i've","seen",85
"is","he",85
"is","looking",85
"keep","your",85
"like","we",85
"looked","like",85
"me","or",85
"me","what",85
"off","a",85
"once","you",85
"one","for",85
"reason","to",85
"the","corner",85
"the","season",85
"the","use",85
"them","with",85
"thought","i'd",85
"today","was",85
"was","there",85
"way","that",85
"worry","about",85
"a","photo",84
"access","to",84
"and","go",84
"and","why",84
"are","at",84
"are","two",84
"as","good",84
"but","all",84
"closer","to",84
"continues","to",84
"dealing","with",84
"doing","it",84
"him","that",84
"i'm","the",84
"in","many",84
"involved","in",84
"learn","how",84
"love","when",84
"majority","of",84
"makes","the",84
"middle","of",84
"now","is",84
"of","work",84
"proud","to",84
"result","of",84
"says","that",84
"show","you",84
"thank","god",84
"the","amount",84
"the","art",84
"the","doctor",84
"the","light",84
"the","line",84
"the","long",84
"the","pain",84
"them","a",84
"they","did",84
"time","the",84
"to","speak",84
"ve","had",84
"we","really",84
"which","he",84
"a","much",83
"be","better",83
"coming","up",83
"decide","to",83
"depends","on",83
"designed","to",83
"do","some",83
"every","single",83
"in","mind",83
"my","body",83
"never","seen",83
"no","need",83
"problem","is",83
"said","i",83
"seeing","the",83
"so","long",83
"so","now",83
"sorry","to",83
"sound","like",83
"that","just",83
"that","no",83
"the","center",83
"the","left",83
"these","people",83
"to","choose",83
"understand","why",83
"which","means",83
"why","you",83
"a","feeling",82
"a","kind",82
"and","that's",82
"be","nice",82
"could","you",82
"do","so",82
"even","have",82
"expected","to",82
"food","and",82
"for","any",82
"forced","to",82
"he","got",82
"in","terms",82
"is","much",82
"it","because",82
"it","made",82
"know","it's",82
"least","i",82
"me","some",82
"name","is",82
"night","i",82
"of","love",82
"really","is",82
"response","to",82
"since","we",82
"some","good",82
"that's","not",82
"the","many",82
"u","know",82
"you'll","be",82
"you","not",82
"be","great",81
"be","with",81
"both","the",81
"don't","really",81
"finally","got",81
"has","some",81
"history","of",81
"hope","your",81
"hours","of",81
"is","having",81
"just","get",81
"kids","are",81
"kinds","of",81
"listened","to",81
"little","more",81
"make","this",81
"matter","of",81
"meet","you",81
"my","twitter",81
